,date,fake_merged,fake_merged_initiation,fake_merged_rt,fake_grinberg_initiation,fake_grinberg_rt,fake_grinberg_rb_initiation,fake_grinberg_rb_rt,fake_newsguard_initiation,fake_newsguard_rt,not_fake,not_fake_initiation,not_fake_rt,not_fake_conservative,not_fake_conservative_initiation,not_fake_conservative_rt,not_fake_liberal,not_fake_liberal_initiation,not_fake_liberal_rt,not_fake_shopping,not_fake_shopping_initiation,not_fake_shopping_rt,not_fake_sports,not_fake_sports_initiation,not_fake_sports_rt,n,nusers,subsets
3544,2020-07-23,150.0,29.0,121.0,5.0,40.0,3.0,20.0,29.0,113.0,946.0,317.0,629.0,82.0,22.0,60.0,45.0,11.0,34.0,1.0,0.0,1.0,0.0,0.0,0.0,1096.0,222,D_la
3545,2020-07-23,1524.0,350.0,1174.0,95.0,322.0,51.0,204.0,325.0,1117.0,13739.0,5941.0,7798.0,1086.0,416.0,670.0,754.0,274.0,480.0,111.0,65.0,46.0,12.0,6.0,6.0,15263.0,3427,D_ma
3546,2020-07-23,434.0,143.0,291.0,69.0,83.0,36.0,47.0,136.0,272.0,20549.0,4030.0,16519.0,431.0,88.0,343.0,1957.0,229.0,1728.0,37.0,10.0,27.0,29.0,9.0,20.0,20983.0,1275,F_ha
3547,2020-07-23,137.0,66.0,71.0,26.0,18.0,20.0,12.0,61.0,67.0,1812.0,606.0,1206.0,82.0,25.0,57.0,127.0,26.0,101.0,1.0,0.0,1.0,4.0,2.0,2.0,1949.0,513,F_la
3548,2020-07-23,317.0,131.0,186.0,13.0,41.0,4.0,11.0,127.0,173.0,18109.0,6494.0,11615.0,380.0,148.0,232.0,1613.0,382.0,1231.0,54.0,38.0,16.0,36.0,14.0,22.0,18426.0,4993,F_ma
3549,2020-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15396.0,8414.0,6982.0,258.0,116.0,142.0,334.0,101.0,233.0,1826.0,1162.0,664.0,60.0,40.0,20.0,15396.0,1816,nfns_ha
3550,2020-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8700.0,4908.0,3792.0,252.0,192.0,60.0,319.0,86.0,233.0,134.0,90.0,44.0,14.0,7.0,7.0,8700.0,4972,nfns_la
3551,2020-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101409.0,57756.0,43653.0,2467.0,1644.0,823.0,3840.0,1340.0,2500.0,886.0,520.0,366.0,186.0,86.0,100.0,101409.0,54324,nfns_ma
3552,2020-07-23,1468.0,130.0,1338.0,53.0,505.0,47.0,369.0,126.0,1262.0,4883.0,776.0,4107.0,599.0,68.0,531.0,78.0,2.0,76.0,4.0,0.0,4.0,4.0,1.0,3.0,6351.0,204,suspended_ha
3553,2020-07-23,34.0,0.0,34.0,0.0,9.0,0.0,6.0,0.0,33.0,156.0,37.0,119.0,15.0,2.0,13.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,37,suspended_la
3554,2020-07-23,225.0,30.0,195.0,12.0,65.0,3.0,50.0,23.0,190.0,949.0,331.0,618.0,93.0,28.0,65.0,19.0,8.0,11.0,1.0,0.0,1.0,0.0,0.0,0.0,1174.0,220,suspended_ma
3555,2020-07-24,31.0,12.0,19.0,5.0,5.0,1.0,2.0,8.0,18.0,2180.0,685.0,1495.0,123.0,73.0,50.0,102.0,13.0,89.0,5.0,0.0,5.0,11.0,0.0,11.0,2211.0,166,A_ha
3556,2020-07-24,8.0,1.0,7.0,0.0,1.0,0.0,1.0,1.0,6.0,152.0,59.0,93.0,10.0,6.0,4.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,66,A_la
3557,2020-07-24,108.0,40.0,68.0,4.0,16.0,3.0,3.0,39.0,63.0,3801.0,1806.0,1995.0,203.0,89.0,114.0,181.0,67.0,114.0,17.0,15.0,2.0,14.0,3.0,11.0,3909.0,1299,A_ma
3558,2020-07-24,2563.0,518.0,2045.0,160.0,793.0,95.0,407.0,488.0,1894.0,32524.0,8453.0,24071.0,1964.0,788.0,1176.0,2749.0,463.0,2286.0,869.0,93.0,776.0,30.0,4.0,26.0,35087.0,1749,D_ha
3559,2020-07-24,107.0,16.0,91.0,10.0,27.0,9.0,21.0,16.0,88.0,816.0,266.0,550.0,75.0,21.0,54.0,26.0,6.0,20.0,4.0,2.0,2.0,1.0,0.0,1.0,923.0,238,D_la
3560,2020-07-24,1405.0,406.0,999.0,82.0,329.0,32.0,176.0,382.0,928.0,12705.0,5331.0,7374.0,892.0,358.0,534.0,747.0,278.0,469.0,131.0,82.0,49.0,22.0,4.0,18.0,14110.0,3368,D_ma
3561,2020-07-24,400.0,139.0,261.0,60.0,98.0,36.0,33.0,136.0,237.0,18868.0,3588.0,15280.0,377.0,65.0,312.0,1802.0,212.0,1590.0,69.0,18.0,51.0,33.0,6.0,27.0,19268.0,1243,F_ha
3562,2020-07-24,133.0,59.0,74.0,22.0,20.0,20.0,7.0,58.0,69.0,1858.0,679.0,1179.0,101.0,34.0,67.0,133.0,24.0,109.0,6.0,5.0,1.0,10.0,1.0,9.0,1991.0,549,F_la
3563,2020-07-24,297.0,112.0,185.0,23.0,64.0,4.0,28.0,106.0,170.0,16579.0,6004.0,10575.0,362.0,136.0,226.0,1552.0,410.0,1142.0,42.0,25.0,17.0,30.0,10.0,20.0,16876.0,4763,F_ma
3564,2020-07-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14724.0,8183.0,6541.0,263.0,123.0,140.0,309.0,105.0,204.0,1571.0,1139.0,432.0,48.0,28.0,20.0,14724.0,1728,nfns_ha
3565,2020-07-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8511.0,5097.0,3414.0,301.0,211.0,90.0,340.0,110.0,230.0,142.0,101.0,41.0,13.0,3.0,10.0,8511.0,4787,nfns_la
3566,2020-07-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91644.0,53781.0,37863.0,2543.0,1609.0,934.0,3523.0,1114.0,2409.0,1144.0,571.0,573.0,248.0,79.0,169.0,91644.0,49528,nfns_ma
3567,2020-07-24,1249.0,100.0,1149.0,36.0,395.0,27.0,263.0,97.0,1083.0,4031.0,516.0,3515.0,581.0,70.0,511.0,64.0,1.0,63.0,5.0,0.0,5.0,16.0,1.0,15.0,5280.0,207,suspended_ha
3568,2020-07-24,28.0,0.0,28.0,0.0,8.0,0.0,6.0,0.0,28.0,105.0,27.0,78.0,9.0,2.0,7.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,133.0,25,suspended_la
3569,2020-07-24,211.0,49.0,162.0,18.0,50.0,10.0,31.0,42.0,151.0,1138.0,538.0,600.0,79.0,27.0,52.0,31.0,9.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1349.0,220,suspended_ma
3570,2020-07-25,41.0,21.0,20.0,14.0,3.0,6.0,1.0,16.0,19.0,1916.0,590.0,1326.0,93.0,41.0,52.0,90.0,5.0,85.0,6.0,1.0,5.0,5.0,0.0,5.0,1957.0,163,A_ha
3571,2020-07-25,8.0,4.0,4.0,0.0,1.0,0.0,0.0,4.0,3.0,122.0,47.0,75.0,6.0,1.0,5.0,7.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,61,A_la
3572,2020-07-25,157.0,64.0,93.0,4.0,24.0,0.0,13.0,63.0,86.0,3112.0,1524.0,1588.0,178.0,76.0,102.0,134.0,50.0,84.0,12.0,9.0,3.0,17.0,7.0,10.0,3269.0,1136,A_ma
3573,2020-07-25,2345.0,402.0,1943.0,133.0,761.0,54.0,483.0,377.0,1804.0,28712.0,6811.0,21901.0,1345.0,254.0,1091.0,2146.0,336.0,1810.0,661.0,144.0,517.0,33.0,3.0,30.0,31057.0,1702,D_ha
3574,2020-07-25,100.0,6.0,94.0,3.0,39.0,1.0,36.0,4.0,93.0,696.0,246.0,450.0,68.0,23.0,45.0,24.0,4.0,20.0,5.0,2.0,3.0,2.0,0.0,2.0,796.0,234,D_la
3575,2020-07-25,1389.0,341.0,1048.0,91.0,337.0,59.0,232.0,330.0,986.0,11271.0,4260.0,7011.0,821.0,242.0,579.0,528.0,165.0,363.0,135.0,83.0,52.0,12.0,2.0,10.0,12660.0,3196,D_ma
3576,2020-07-25,361.0,96.0,265.0,44.0,113.0,37.0,62.0,95.0,247.0,16735.0,3172.0,13563.0,262.0,55.0,207.0,1467.0,167.0,1300.0,42.0,18.0,24.0,41.0,10.0,31.0,17096.0,1195,F_ha
3577,2020-07-25,123.0,52.0,71.0,23.0,27.0,21.0,18.0,52.0,68.0,1660.0,528.0,1132.0,69.0,32.0,37.0,102.0,19.0,83.0,1.0,0.0,1.0,5.0,0.0,5.0,1783.0,511,F_la
3578,2020-07-25,264.0,87.0,177.0,9.0,47.0,5.0,26.0,84.0,167.0,13951.0,4828.0,9123.0,315.0,94.0,221.0,1131.0,285.0,846.0,38.0,31.0,7.0,33.0,3.0,30.0,14215.0,4222,F_ma
3579,2020-07-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12098.0,7120.0,4978.0,158.0,72.0,86.0,208.0,71.0,137.0,1613.0,1262.0,351.0,36.0,29.0,7.0,12098.0,1564,nfns_ha
3580,2020-07-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6521.0,4023.0,2498.0,175.0,123.0,52.0,226.0,53.0,173.0,134.0,106.0,28.0,11.0,2.0,9.0,6521.0,3882,nfns_la
3581,2020-07-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67319.0,40744.0,26575.0,1545.0,1018.0,527.0,2452.0,762.0,1690.0,735.0,485.0,250.0,134.0,55.0,79.0,67319.0,38542,nfns_ma
3582,2020-07-25,1103.0,164.0,939.0,34.0,330.0,29.0,249.0,163.0,893.0,4012.0,535.0,3477.0,565.0,131.0,434.0,81.0,12.0,69.0,4.0,0.0,4.0,7.0,3.0,4.0,5115.0,201,suspended_ha
3583,2020-07-25,43.0,1.0,42.0,0.0,13.0,0.0,6.0,1.0,39.0,140.0,38.0,102.0,14.0,3.0,11.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,183.0,38,suspended_la
3584,2020-07-25,188.0,26.0,162.0,9.0,51.0,5.0,44.0,23.0,159.0,969.0,278.0,691.0,89.0,24.0,65.0,22.0,5.0,17.0,0.0,0.0,0.0,1.0,0.0,1.0,1157.0,197,suspended_ma
3585,2020-07-26,25.0,8.0,17.0,2.0,7.0,0.0,2.0,6.0,14.0,1731.0,575.0,1156.0,83.0,45.0,38.0,87.0,5.0,82.0,4.0,0.0,4.0,2.0,0.0,2.0,1756.0,145,A_ha
3586,2020-07-26,15.0,3.0,12.0,1.0,3.0,0.0,0.0,3.0,9.0,142.0,50.0,92.0,9.0,3.0,6.0,14.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,54,A_la
3587,2020-07-26,114.0,29.0,85.0,3.0,29.0,2.0,5.0,29.0,66.0,3023.0,1402.0,1621.0,143.0,61.0,82.0,182.0,47.0,135.0,6.0,4.0,2.0,7.0,4.0,3.0,3137.0,1075,A_ma
3588,2020-07-26,2426.0,418.0,2008.0,140.0,706.0,70.0,326.0,385.0,1777.0,27219.0,6372.0,20847.0,1443.0,397.0,1046.0,2448.0,393.0,2055.0,687.0,126.0,561.0,36.0,3.0,33.0,29645.0,1679,D_ha
3589,2020-07-26,145.0,28.0,117.0,10.0,45.0,3.0,17.0,27.0,98.0,856.0,263.0,593.0,64.0,17.0,47.0,62.0,10.0,52.0,4.0,0.0,4.0,0.0,0.0,0.0,1001.0,238,D_la
3590,2020-07-26,1309.0,312.0,997.0,94.0,302.0,51.0,144.0,295.0,881.0,11145.0,4459.0,6686.0,834.0,344.0,490.0,631.0,144.0,487.0,82.0,36.0,46.0,12.0,2.0,10.0,12454.0,3114,D_ma
3591,2020-07-26,397.0,166.0,231.0,55.0,82.0,30.0,42.0,164.0,212.0,15453.0,2812.0,12641.0,293.0,60.0,233.0,1555.0,124.0,1431.0,52.0,15.0,37.0,35.0,7.0,28.0,15850.0,1185,F_ha
3592,2020-07-26,114.0,53.0,61.0,18.0,19.0,15.0,8.0,53.0,54.0,1510.0,460.0,1050.0,63.0,20.0,43.0,128.0,20.0,108.0,1.0,0.0,1.0,2.0,0.0,2.0,1624.0,513,F_la
3593,2020-07-26,240.0,74.0,166.0,15.0,41.0,3.0,11.0,69.0,149.0,13638.0,4489.0,9149.0,335.0,118.0,217.0,1482.0,250.0,1232.0,49.0,41.0,8.0,22.0,7.0,15.0,13878.0,4145,F_ma
3594,2020-07-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12101.0,6905.0,5196.0,165.0,74.0,91.0,277.0,60.0,217.0,1546.0,1108.0,438.0,31.0,25.0,6.0,12101.0,1543,nfns_ha
3595,2020-07-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7517.0,4605.0,2912.0,263.0,204.0,59.0,433.0,71.0,362.0,131.0,115.0,16.0,9.0,2.0,7.0,7517.0,4333,nfns_la
3596,2020-07-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68478.0,40714.0,27764.0,1487.0,903.0,584.0,3807.0,714.0,3093.0,701.0,456.0,245.0,90.0,27.0,63.0,68478.0,38376,nfns_ma
3597,2020-07-26,1048.0,128.0,920.0,64.0,381.0,54.0,230.0,126.0,829.0,3701.0,550.0,3151.0,511.0,90.0,421.0,32.0,1.0,31.0,1.0,0.0,1.0,1.0,1.0,0.0,4749.0,204,suspended_ha
3598,2020-07-26,21.0,2.0,19.0,0.0,7.0,0.0,5.0,2.0,17.0,112.0,31.0,81.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,37,suspended_la
3599,2020-07-26,183.0,25.0,158.0,12.0,47.0,7.0,33.0,23.0,149.0,1014.0,416.0,598.0,71.0,19.0,52.0,19.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1197.0,202,suspended_ma
3600,2020-07-27,56.0,25.0,31.0,9.0,6.0,3.0,2.0,20.0,29.0,2540.0,810.0,1730.0,119.0,61.0,58.0,143.0,21.0,122.0,5.0,0.0,5.0,6.0,0.0,6.0,2596.0,167,A_ha
3601,2020-07-27,9.0,4.0,5.0,0.0,1.0,0.0,0.0,4.0,4.0,168.0,77.0,91.0,8.0,4.0,4.0,8.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,74,A_la
3602,2020-07-27,158.0,47.0,111.0,7.0,41.0,2.0,9.0,46.0,98.0,3907.0,1822.0,2085.0,184.0,68.0,116.0,184.0,62.0,122.0,9.0,8.0,1.0,11.0,3.0,8.0,4065.0,1308,A_ma
3603,2020-07-27,2872.0,542.0,2330.0,159.0,795.0,100.0,449.0,524.0,2216.0,33594.0,7793.0,25801.0,1728.0,506.0,1222.0,2626.0,489.0,2137.0,994.0,138.0,856.0,28.0,8.0,20.0,36466.0,1768,D_ha
3604,2020-07-27,254.0,66.0,188.0,15.0,61.0,8.0,35.0,63.0,177.0,1568.0,525.0,1043.0,126.0,33.0,93.0,65.0,8.0,57.0,5.0,0.0,5.0,1.0,0.0,1.0,1822.0,283,D_la
3605,2020-07-27,1573.0,401.0,1172.0,84.0,360.0,48.0,200.0,388.0,1099.0,13998.0,5643.0,8355.0,966.0,388.0,578.0,670.0,223.0,447.0,84.0,50.0,34.0,8.0,3.0,5.0,15571.0,3579,D_ma
3606,2020-07-27,418.0,114.0,304.0,59.0,96.0,37.0,37.0,110.0,284.0,19664.0,3547.0,16117.0,396.0,78.0,318.0,1754.0,213.0,1541.0,39.0,13.0,26.0,56.0,9.0,47.0,20082.0,1250,F_ha
3607,2020-07-27,134.0,52.0,82.0,16.0,26.0,14.0,10.0,51.0,78.0,2289.0,729.0,1560.0,90.0,34.0,56.0,163.0,30.0,133.0,4.0,2.0,2.0,8.0,1.0,7.0,2423.0,650,F_la
3608,2020-07-27,315.0,99.0,216.0,16.0,41.0,4.0,15.0,92.0,206.0,17634.0,6073.0,11561.0,363.0,151.0,212.0,1525.0,352.0,1173.0,63.0,47.0,16.0,43.0,26.0,17.0,17949.0,4785,F_ma
3609,2020-07-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14914.0,8312.0,6602.0,217.0,97.0,120.0,369.0,117.0,252.0,1717.0,1110.0,607.0,49.0,37.0,12.0,14914.0,1724,nfns_ha
3610,2020-07-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9757.0,5779.0,3978.0,317.0,236.0,81.0,397.0,106.0,291.0,101.0,85.0,16.0,16.0,0.0,16.0,9757.0,5586,nfns_la
3611,2020-07-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91159.0,53014.0,38145.0,2235.0,1468.0,767.0,3863.0,1143.0,2720.0,806.0,495.0,311.0,181.0,87.0,94.0,91159.0,48606,nfns_ma
3612,2020-07-27,1251.0,168.0,1083.0,51.0,396.0,40.0,269.0,166.0,1025.0,4399.0,647.0,3752.0,539.0,98.0,441.0,82.0,9.0,73.0,4.0,1.0,3.0,1.0,1.0,0.0,5650.0,206,suspended_ha
3613,2020-07-27,34.0,2.0,32.0,0.0,7.0,0.0,4.0,2.0,30.0,144.0,40.0,104.0,13.0,2.0,11.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,53,suspended_la
3614,2020-07-27,247.0,33.0,214.0,11.0,71.0,3.0,46.0,26.0,202.0,1207.0,373.0,834.0,101.0,22.0,79.0,17.0,4.0,13.0,2.0,2.0,0.0,1.0,0.0,1.0,1454.0,237,suspended_ma
3615,2020-07-28,47.0,17.0,30.0,7.0,7.0,0.0,4.0,12.0,29.0,2505.0,814.0,1691.0,122.0,60.0,62.0,139.0,15.0,124.0,4.0,0.0,4.0,10.0,0.0,10.0,2552.0,169,A_ha
3616,2020-07-28,28.0,19.0,9.0,4.0,2.0,2.0,2.0,18.0,9.0,280.0,127.0,153.0,13.0,6.0,7.0,13.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,308.0,114,A_la
3617,2020-07-28,184.0,67.0,117.0,6.0,38.0,2.0,12.0,66.0,110.0,4207.0,1912.0,2295.0,193.0,73.0,120.0,220.0,79.0,141.0,9.0,5.0,4.0,11.0,1.0,10.0,4391.0,1447,A_ma
3618,2020-07-28,3151.0,529.0,2622.0,177.0,989.0,87.0,588.0,504.0,2486.0,34006.0,8279.0,25727.0,1984.0,715.0,1269.0,2878.0,512.0,2366.0,865.0,125.0,740.0,14.0,7.0,7.0,37157.0,1761,D_ha
3619,2020-07-28,284.0,66.0,218.0,21.0,70.0,14.0,41.0,65.0,209.0,1580.0,565.0,1015.0,126.0,40.0,86.0,65.0,14.0,51.0,6.0,0.0,6.0,0.0,0.0,0.0,1864.0,351,D_la
3620,2020-07-28,2341.0,669.0,1672.0,125.0,566.0,65.0,397.0,661.0,1622.0,14933.0,6131.0,8802.0,1327.0,486.0,841.0,669.0,234.0,435.0,118.0,73.0,45.0,4.0,2.0,2.0,17274.0,3790,D_ma
3621,2020-07-28,540.0,172.0,368.0,82.0,136.0,51.0,76.0,167.0,357.0,20087.0,3966.0,16121.0,422.0,105.0,317.0,1848.0,235.0,1613.0,64.0,23.0,41.0,33.0,10.0,23.0,20627.0,1250,F_ha
3622,2020-07-28,224.0,105.0,119.0,21.0,40.0,18.0,22.0,102.0,114.0,2497.0,819.0,1678.0,114.0,38.0,76.0,169.0,36.0,133.0,5.0,2.0,3.0,5.0,0.0,5.0,2721.0,735,F_la
3623,2020-07-28,292.0,95.0,197.0,18.0,57.0,2.0,25.0,88.0,186.0,18252.0,6389.0,11863.0,333.0,141.0,192.0,1691.0,421.0,1270.0,65.0,34.0,31.0,34.0,20.0,14.0,18544.0,4957,F_ma
3624,2020-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15742.0,8650.0,7092.0,261.0,115.0,146.0,403.0,103.0,300.0,1790.0,1130.0,660.0,52.0,36.0,16.0,15742.0,1819,nfns_ha
3625,2020-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11561.0,6887.0,4674.0,436.0,278.0,158.0,467.0,147.0,320.0,146.0,124.0,22.0,22.0,10.0,12.0,11561.0,6429,nfns_la
3626,2020-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97479.0,55490.0,41989.0,2691.0,1461.0,1230.0,4061.0,1261.0,2800.0,937.0,587.0,350.0,148.0,71.0,77.0,97479.0,51298,nfns_ma
3627,2020-07-28,1547.0,144.0,1403.0,53.0,552.0,41.0,413.0,140.0,1354.0,4340.0,638.0,3702.0,637.0,86.0,551.0,50.0,2.0,48.0,3.0,0.0,3.0,1.0,1.0,0.0,5887.0,204,suspended_ha
3628,2020-07-28,55.0,6.0,49.0,1.0,18.0,0.0,13.0,6.0,47.0,269.0,54.0,215.0,41.0,6.0,35.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324.0,56,suspended_la
3629,2020-07-28,370.0,66.0,304.0,14.0,115.0,7.0,86.0,63.0,296.0,1570.0,684.0,886.0,178.0,49.0,129.0,20.0,5.0,15.0,2.0,2.0,0.0,0.0,0.0,0.0,1940.0,248,suspended_ma
3630,2020-07-29,45.0,16.0,29.0,10.0,5.0,2.0,0.0,9.0,26.0,2464.0,862.0,1602.0,115.0,55.0,60.0,143.0,25.0,118.0,3.0,1.0,2.0,14.0,2.0,12.0,2509.0,160,A_ha
3631,2020-07-29,15.0,12.0,3.0,6.0,0.0,6.0,0.0,12.0,3.0,218.0,98.0,120.0,19.0,5.0,14.0,13.0,1.0,12.0,0.0,0.0,0.0,3.0,0.0,3.0,233.0,88,A_la
3632,2020-07-29,134.0,41.0,93.0,4.0,20.0,0.0,5.0,40.0,88.0,4244.0,1988.0,2256.0,264.0,83.0,181.0,225.0,81.0,144.0,15.0,14.0,1.0,37.0,7.0,30.0,4378.0,1392,A_ma
3633,2020-07-29,3260.0,548.0,2712.0,176.0,896.0,111.0,526.0,531.0,2554.0,33008.0,8008.0,25000.0,2021.0,565.0,1456.0,2871.0,482.0,2389.0,799.0,154.0,645.0,69.0,6.0,63.0,36268.0,1771,D_ha
3634,2020-07-29,328.0,52.0,276.0,8.0,58.0,6.0,34.0,51.0,265.0,1672.0,636.0,1036.0,149.0,42.0,107.0,64.0,11.0,53.0,0.0,0.0,0.0,8.0,1.0,7.0,2000.0,371,D_la
3635,2020-07-29,1898.0,461.0,1437.0,131.0,385.0,72.0,255.0,440.0,1377.0,14361.0,6062.0,8299.0,1348.0,463.0,885.0,721.0,279.0,442.0,106.0,51.0,55.0,75.0,7.0,68.0,16259.0,3650,D_ma
3636,2020-07-29,349.0,79.0,270.0,48.0,74.0,28.0,41.0,79.0,260.0,18906.0,3764.0,15142.0,381.0,90.0,291.0,1771.0,242.0,1529.0,28.0,9.0,19.0,46.0,6.0,40.0,19255.0,1255,F_ha
3637,2020-07-29,210.0,72.0,138.0,21.0,28.0,18.0,12.0,69.0,129.0,2478.0,803.0,1675.0,131.0,35.0,96.0,177.0,36.0,141.0,4.0,4.0,0.0,24.0,1.0,23.0,2688.0,748,F_la
3638,2020-07-29,350.0,121.0,229.0,14.0,55.0,2.0,26.0,114.0,222.0,18520.0,6731.0,11789.0,411.0,170.0,241.0,1687.0,450.0,1237.0,56.0,41.0,15.0,69.0,26.0,43.0,18870.0,4944,F_ma
3639,2020-07-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14645.0,7951.0,6694.0,268.0,119.0,149.0,360.0,107.0,253.0,1625.0,987.0,638.0,64.0,44.0,20.0,14645.0,1740,nfns_ha
3640,2020-07-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11652.0,6852.0,4800.0,349.0,223.0,126.0,465.0,145.0,320.0,158.0,108.0,50.0,26.0,2.0,24.0,11652.0,6784,nfns_la
3641,2020-07-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95141.0,55455.0,39686.0,2691.0,1607.0,1084.0,3757.0,1222.0,2535.0,803.0,490.0,313.0,284.0,79.0,205.0,95141.0,50602,nfns_ma
3642,2020-07-29,1538.0,202.0,1336.0,65.0,422.0,52.0,289.0,200.0,1278.0,4556.0,605.0,3951.0,708.0,56.0,652.0,60.0,12.0,48.0,5.0,0.0,5.0,15.0,0.0,15.0,6094.0,209,suspended_ha
3643,2020-07-29,61.0,1.0,60.0,1.0,7.0,0.0,5.0,1.0,59.0,226.0,60.0,166.0,34.0,9.0,25.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,287.0,53,suspended_la
3644,2020-07-29,334.0,62.0,272.0,22.0,73.0,11.0,48.0,56.0,261.0,1332.0,501.0,831.0,138.0,32.0,106.0,28.0,9.0,19.0,4.0,0.0,4.0,0.0,0.0,0.0,1666.0,247,suspended_ma
3645,2020-07-30,51.0,12.0,39.0,6.0,5.0,0.0,2.0,7.0,38.0,2511.0,844.0,1667.0,153.0,65.0,88.0,151.0,25.0,126.0,3.0,1.0,2.0,15.0,0.0,15.0,2562.0,167,A_ha
3646,2020-07-30,21.0,11.0,10.0,0.0,1.0,0.0,0.0,11.0,10.0,176.0,94.0,82.0,10.0,3.0,7.0,8.0,0.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,197.0,88,A_la
3647,2020-07-30,121.0,31.0,90.0,4.0,14.0,2.0,2.0,31.0,87.0,4719.0,2106.0,2613.0,245.0,95.0,150.0,206.0,62.0,144.0,4.0,1.0,3.0,22.0,4.0,18.0,4840.0,1413,A_ma
3648,2020-07-30,3190.0,539.0,2651.0,196.0,957.0,86.0,533.0,502.0,2479.0,35376.0,8118.0,27258.0,2458.0,671.0,1787.0,2763.0,489.0,2274.0,940.0,127.0,813.0,38.0,4.0,34.0,38566.0,1795,D_ha
3649,2020-07-30,253.0,39.0,214.0,11.0,64.0,2.0,48.0,36.0,212.0,1602.0,487.0,1115.0,137.0,22.0,115.0,72.0,15.0,57.0,2.0,1.0,1.0,7.0,1.0,6.0,1855.0,347,D_la
3650,2020-07-30,1874.0,472.0,1402.0,101.0,436.0,59.0,277.0,454.0,1327.0,15080.0,6132.0,8948.0,1433.0,475.0,958.0,708.0,277.0,431.0,107.0,49.0,58.0,42.0,8.0,34.0,16954.0,3615,D_ma
3651,2020-07-30,518.0,195.0,323.0,52.0,86.0,28.0,46.0,193.0,308.0,21721.0,4123.0,17598.0,513.0,98.0,415.0,1975.0,320.0,1655.0,51.0,18.0,33.0,46.0,10.0,36.0,22239.0,1289,F_ha
3652,2020-07-30,198.0,76.0,122.0,25.0,27.0,18.0,8.0,71.0,114.0,2980.0,959.0,2021.0,157.0,55.0,102.0,161.0,30.0,131.0,3.0,0.0,3.0,9.0,3.0,6.0,3178.0,815,F_la
3653,2020-07-30,362.0,114.0,248.0,8.0,44.0,2.0,20.0,110.0,240.0,19996.0,6903.0,13093.0,481.0,173.0,308.0,1699.0,443.0,1256.0,46.0,31.0,15.0,38.0,10.0,28.0,20358.0,5177,F_ma
3654,2020-07-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15579.0,8406.0,7173.0,233.0,104.0,129.0,405.0,126.0,279.0,1809.0,1244.0,565.0,47.0,29.0,18.0,15579.0,1819,nfns_ha
3655,2020-07-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12593.0,7139.0,5454.0,359.0,237.0,122.0,446.0,145.0,301.0,136.0,118.0,18.0,13.0,4.0,9.0,12593.0,7162,nfns_la
